Zipcode,State,Size (kW DC),Cost,Date Installed,Filters=state=NJ
08232,NJ,4.56,,06/25/2014,,
08270,NJ,14.025,,06/24/2014,,
08031,NJ,7.14,,11/05/2014,,
08053,NJ,11.475,,12/08/2014,,
08618,NJ,8.16,,10/16/2014,,
08098,NJ,9,,09/18/2014,,
08527,NJ,11.27,,08/18/2014,,
08081,NJ,4.59,,12/30/2014,,
08314,NJ,9,,10/02/2014,,
08210,NJ,6.5,,10/15/2014,,
07712,NJ,9.18,,08/19/2014,,
07801,NJ,7.905,,07/29/2014,,
07005,NJ,7.75,,12/03/2014,,
07008,NJ,4.945,,03/31/2014,,
08872,NJ,4.25,,05/08/2014,,
08054,NJ,7.14,,10/20/2014,,
08844,NJ,9.88,,06/12/2014,,
08218,NJ,13.005,,12/23/2014,,
08046,NJ,4.08,,10/17/2014,,
08037,NJ,9.5,,08/22/2014,,
08060,NJ,9.45,,09/30/2014,,
08618,NJ,8.58,,12/31/2014,,
08091,NJ,8.06,,11/04/2014,,
08005,NJ,10.25,,08/19/2014,,
08096,NJ,14.79,,09/24/2014,,
08069,NJ,9.18,,09/09/2014,,
08234,NJ,10.53,,10/08/2014,,
07866,NJ,5.61,,11/13/2014,,
08628,NJ,7.5,,05/29/2014,,
08330,NJ,5.25,,09/15/2014,,
08234,NJ,7.02,,09/18/2014,,
08270,NJ,7.25,,09/11/2014,,
08701,NJ,12.5,,06/03/2014,,
07072,NJ,4.335,,12/08/2014,,
07712,NJ,8.25,,05/08/2014,,
08009,NJ,5.1,,10/09/2014,,
08012,NJ,3.315,,10/06/2014,,
08846,NJ,5.17,,12/12/2014,,
07416,NJ,4.845,,12/24/2014,,
08721,NJ,2.08,,12/19/2014,,
08028,NJ,14.25,,09/22/2014,,
08527,NJ,10,,01/08/2014,,
08251,NJ,7.395,,11/07/2014,,
08204,NJ,4.94,,09/12/2014,,
08738,NJ,9.69,,10/28/2014,,
07050,NJ,3.315,,12/19/2014,,
08757,NJ,4.25,,04/07/2014,,
07621,NJ,9.5,,06/27/2014,,
08873,NJ,5,,09/12/2014,,
08807,NJ,9.9,,06/12/2014,,
08270,NJ,15.3,,09/12/2014,,
08752,NJ,7.65,,07/18/2014,,
08094,NJ,7.75,,07/24/2014,,
08859,NJ,6.48,,07/22/2014,,
08757,NJ,4.335,,10/17/2014,,
08753,NJ,6,,12/30/2014,,
08735,NJ,4.59,,10/15/2014,,
08018,NJ,5.5,,09/22/2014,,
08872,NJ,9.75,,10/24/2014,,
08348,NJ,12.25,,06/10/2014,,
08859,NJ,7.395,,10/21/2014,,
08234,NJ,9.69,,12/01/2014,,
08527,NJ,8,,02/24/2014,,
08618,NJ,7.65,,09/25/2014,,
08096,NJ,6.12,,10/10/2014,,
08527,NJ,7.54,,12/11/2014,,
08056,NJ,11.73,,09/29/2014,,
08872,NJ,6.125,,08/13/2014,,
08234,NJ,7.65,,10/20/2014,,
08759,NJ,5.25,,11/03/2014,,
08009,NJ,5.39,,07/31/2014,,
08046,NJ,6.12,,12/03/2014,,
08054,NJ,10,,07/17/2014,,
08081,NJ,3.25,,06/24/2014,,
07001,NJ,4.655,,07/23/2014,,
07008,NJ,5.1,,10/27/2014,,
07087,NJ,6.75,,09/29/2014,,
08835,NJ,9.805,,11/12/2014,,
08312,NJ,4,,07/11/2014,,
08107,NJ,5.355,,10/17/2014,,
08215,NJ,8.415,,11/20/2014,,
08234,NJ,9.18,,10/17/2014,,
08757,NJ,13.005,,11/04/2014,,
08757,NJ,4,,08/05/2014,,
08873,NJ,7.65,,10/17/2014,,
08091,NJ,12,,11/25/2014,,
08505,NJ,9.99,,07/29/2014,,
08014,NJ,3,,10/14/2014,,
08234,NJ,18.615,,09/11/2014,,
07003,NJ,6.615,,07/17/2014,,
08701,NJ,4.5,,08/15/2014,,
08242,NJ,11.27,,03/13/2014,,
07630,NJ,7.35,,04/04/2014,,
08759,NJ,5.39,,04/24/2014,,
07726,NJ,20.47,,07/02/2014,,
07885,NJ,14.025,,08/28/2014,,
08005,NJ,5.98,,07/11/2014,,
08731,NJ,12.96,,07/24/2014,,
08610,NJ,7.75,,10/29/2014,,
08050,NJ,7.25,,10/24/2014,,
08046,NJ,6.885,,12/18/2014,,
08085,NJ,4.59,,11/18/2014,,
08873,NJ,4.08,,12/01/2014,,
08054,NJ,5.1,,10/28/2014,,
07071,NJ,7.83,,10/29/2014,,
07712,NJ,5.865,,12/31/2014,,
07040,NJ,4.05,,09/29/2014,,
08724,NJ,8.37,,11/11/2014,,
07932,NJ,8.25,,11/18/2014,,
08701,NJ,8.16,,09/29/2014,,
08873,NJ,7.905,,08/11/2014,,
08234,NJ,8,,04/24/2014,,
08534,NJ,7.65,,12/17/2014,,
08722,NJ,22,,08/25/2014,,
08527,NJ,14.56,,12/30/2014,,
07712,NJ,7.848,,06/12/2014,,
08302,NJ,7,,06/19/2014,,
08889,NJ,8.415,,08/28/2014,,
08345,NJ,7.905,,07/09/2014,,
08085,NJ,9,,03/03/2014,,
08736,NJ,16.32,,08/25/2014,,
08205,NJ,11.22,,12/23/2014,,
08723,NJ,7.83,,10/17/2014,,
08724,NJ,6.75,,04/17/2014,,
08759,NJ,4,,09/23/2014,,
08046,NJ,5.1,,12/19/2014,,
08270,NJ,13.77,,04/28/2014,,
08753,NJ,7.14,,09/26/2014,,
08232,NJ,3.825,,07/08/2014,,
08343,NJ,11.515,,04/16/2014,,
08043,NJ,10.965,,07/17/2014,,
07083,NJ,7.75,,06/16/2014,,
08081,NJ,9.75,,07/28/2014,,
08080,NJ,6.5,,08/22/2014,,
08322,NJ,6.375,,11/14/2014,,
07728,NJ,7.75,,04/16/2014,,
08069,NJ,13.77,,11/05/2014,,
08098,NJ,14.28,,12/09/2014,,
08873,NJ,7.848,,10/10/2014,,
07724,NJ,11,,06/26/2014,,
08701,NJ,10.66,,12/22/2014,,
07067,NJ,7.905,,07/03/2014,,
07920,NJ,7.155,,11/14/2014,,
08330,NJ,6.63,,05/30/2014,,
08330,NJ,7.5,,08/26/2014,,
08852,NJ,7.14,,07/16/2014,,
07005,NJ,5.1,,07/31/2014,,
08205,NJ,6.125,,04/04/2014,,
07421,NJ,8.75,,08/28/2014,,
08046,NJ,7.5,,11/25/2014,,
08045,NJ,6.63,,12/08/2014,,
08318,NJ,19.89,,10/08/2014,,
08757,NJ,2.805,,12/01/2014,,
07753,NJ,11.88,,10/28/2014,,
08520,NJ,6.25,,09/26/2014,,
07303,NJ,5.13,,11/07/2014,,
07512,NJ,4.335,,05/27/2014,,
08008,NJ,5.75,,06/20/2014,,
07643,NJ,4,,04/04/2014,,
08873,NJ,8.16,,12/31/2014,,
08096,NJ,8.67,,12/12/2014,,
08701,NJ,14.2,,08/01/2014,,
07852,NJ,7.395,,12/01/2014,,
07208,NJ,4.75,,10/08/2014,,
08234,NJ,6.75,,04/29/2014,,
07726,NJ,9.31,,06/16/2014,,
08820,NJ,10.5,,05/07/2014,,
07853,NJ,8.64,,11/06/2014,,
08873,NJ,9.18,,11/05/2014,,
08701,NJ,12.48,,08/12/2014,,
08721,NJ,5.5,,09/09/2014,,
08054,NJ,8.5,,07/17/2014,,
08005,NJ,7.56,,10/16/2014,,
08759,NJ,6.63,,10/20/2014,,
08533,NJ,9.5,,04/24/2014,,
07512,NJ,2.55,,11/13/2014,,
08648,NJ,6.86,,04/01/2014,,
08723,NJ,3.185,,12/30/2013,,
08054,NJ,5.75,,07/31/2014,,
08081,NJ,3.57,,11/25/2014,,
08873,NJ,4.59,,08/28/2014,,
07054,NJ,6.885,,10/24/2014,,
08873,NJ,10.965,,09/25/2014,,
08077,NJ,9.5,,11/25/2014,,
07724,NJ,3.5,,06/24/2014,,
08210,NJ,9.945,,09/26/2014,,
08004,NJ,10.25,,05/20/2014,,
08759,NJ,8.1,,09/12/2014,,
07728,NJ,13.5,,08/15/2014,,
08081,NJ,7.75,,09/09/2014,,
07876,NJ,6.63,,10/09/2014,,
07077,NJ,8.085,,07/16/2014,,
08844,NJ,10.25,,07/31/2014,,
08873,NJ,6.615,,06/19/2014,,
07728,NJ,9.75,,12/08/2014,,
08094,NJ,9.435,,11/07/2014,,
07601,NJ,5.94,,10/22/2014,,
08060,NJ,6.5,,10/14/2014,,
08540,NJ,7.25,,08/21/2014,,
07712,NJ,5.232,,10/21/2014,,
07008,NJ,4.5,,09/30/2014,,
08234,NJ,6.25,,09/12/2014,,
08234,NJ,8.415,,07/23/2014,,
08816,NJ,5.145,,07/09/2014,,
08046,NJ,5.355,,11/17/2014,,
07040,NJ,6.25,,11/12/2014,,
07981,NJ,9.18,,09/24/2014,,
08021,NJ,4.59,,12/31/2014,,
07109,NJ,3.055,,09/25/2014,,
08054,NJ,8.67,,11/13/2014,,
08046,NJ,9.435,,12/01/2014,,
07064,NJ,4.41,,04/02/2014,,
08234,NJ,24.25,,08/22/2014,,
08005,NJ,6.48,,09/29/2014,,
08361,NJ,6.5,,12/09/2014,,
08089,NJ,8.67,,08/15/2014,,
08036,NJ,12,,11/17/2014,,
07083,NJ,4.59,,11/19/2014,,
08088,NJ,15.5,,10/15/2014,,
07013,NJ,2.94,,10/24/2014,,
08022,NJ,3.06,,09/25/2014,,
08005,NJ,7.14,,07/23/2014,,
07432,NJ,7.75,,06/04/2014,,
08081,NJ,7.5,,10/28/2014,,
08003,NJ,7.65,,10/23/2014,,
08322,NJ,11.73,,10/16/2014,,
08831,NJ,12.75,,09/19/2014,,
08701,NJ,4.59,,09/29/2014,,
08066,NJ,5.4,,11/13/2014,,
08061,NJ,5.5,,06/27/2014,,
08311,NJ,6.885,,11/11/2014,,
08857,NJ,8.925,,10/13/2014,,
08753,NJ,3.06,,11/07/2014,,
07307,NJ,4,,12/24/2014,,
07001,NJ,5.5,,12/01/2014,,
07064,NJ,9.945,,10/23/2014,,
07004,NJ,19.17,,12/31/2014,,
08535,NJ,6.25,,11/05/2014,,
08021,NJ,6.125,,04/23/2014,,
08201,NJ,6.885,,10/17/2014,,
08753,NJ,6.21,,10/28/2014,,
08015,NJ,6.11,,02/27/2014,,
07438,NJ,10.455,,11/04/2014,,
08817,NJ,6,,06/18/2014,,
08008,NJ,4.68,,12/23/2014,,
08742,NJ,4.75,,03/03/2014,,
08824,NJ,7.02,,11/25/2014,,
08558,NJ,12.48,,11/26/2014,,
08077,NJ,2.97,,09/19/2014,,
08081,NJ,8.75,,08/12/2014,,
07712,NJ,13.75,,09/29/2014,,
08872,NJ,9.69,,10/14/2014,,
08034,NJ,7.14,,10/28/2014,,
07034,NJ,8.925,,08/15/2014,,
08759,NJ,9.555,,10/24/2014,,
08536,NJ,9.5,,06/24/2014,,
07764,NJ,6.75,,06/30/2014,,
08753,NJ,6.75,,12/09/2014,,
08824,NJ,7.29,,12/19/2014,,
08872,NJ,6.375,,07/08/2014,,
08721,NJ,10.455,,03/25/2014,,
08859,NJ,7.14,,11/19/2014,,
08046,NJ,7.395,,06/25/2014,,
08721,NJ,5.75,,05/27/2014,,
08096,NJ,10.455,,12/03/2014,,
08753,NJ,4.5,,07/24/2014,,
07740,NJ,15.81,,12/23/2014,,
08722,NJ,13.25,,10/06/2014,,
08753,NJ,4.335,,11/04/2014,,
07031,NJ,4.9,,06/30/2014,,
08757,NJ,5.61,,08/15/2014,,
08527,NJ,12.75,,07/03/2014,,
08234,NJ,4.08,,10/08/2014,,
08072,NJ,10.5,,09/29/2014,,
08088,NJ,5.635,,11/12/2014,,
08690,NJ,11.985,,09/26/2014,,
07071,NJ,6.615,,08/04/2014,,
08033,NJ,24.48,,08/06/2014,,
08054,NJ,9.625,,11/25/2014,,
08527,NJ,5.88,,10/15/2014,,
08349,NJ,16.25,,07/30/2014,,
08873,NJ,8.1,,10/28/2014,,
07666,NJ,2.75,,07/16/2014,,
08234,NJ,8.525,,12/08/2014,,
08205,NJ,8.415,,09/17/2014,,
08046,NJ,6.5,,08/26/2014,,
08054,NJ,9.18,,10/14/2014,,
07746,NJ,6.5,,05/02/2014,,
08050,NJ,10.2,,07/23/2014,,
07040,NJ,6.48,,12/04/2014,,
08701,NJ,9,,07/17/2014,,
08020,NJ,5.25,,10/15/2014,,
07885,NJ,9.945,,07/16/2014,,
07871,NJ,10.78,,02/27/2014,,
08540,NJ,5.5,,07/18/2014,,
08031,NJ,4.59,,06/25/2014,,
07885,NJ,8.91,,09/26/2014,,
08844,NJ,7,,09/12/2014,,
07840,NJ,3.5,,09/17/2014,,
08753,NJ,7.595,,07/22/2014,,
08759,NJ,9.5,,05/29/2014,,
08755,NJ,6.885,,12/09/2014,,
08810,NJ,9.72,,11/25/2014,,
08330,NJ,6.37,,02/04/2014,,
08620,NJ,10.25,,10/24/2014,,
07004,NJ,5.775,,11/21/2014,,
07828,NJ,11.475,,06/24/2014,,
08701,NJ,8.25,,08/12/2014,,
08753,NJ,10.2,,10/20/2014,,
07728,NJ,5.5,,07/08/2014,,
08873,NJ,10.965,,11/13/2014,,
08873,NJ,11.475,,09/25/2014,,
08807,NJ,8.16,,07/16/2014,,
07065,NJ,2,,08/22/2014,,
08205,NJ,5.355,,09/11/2014,,
07740,NJ,9.72,,09/05/2014,,
08318,NJ,6.12,,05/13/2014,,
08534,NJ,7.25,,05/22/2014,,
08248,NJ,8.25,,06/18/2014,,
08016,NJ,8.58,,11/03/2014,,
08344,NJ,15.3,,09/26/2014,,
08081,NJ,6.63,,09/29/2014,,
08330,NJ,10.71,,08/14/2014,,
08330,NJ,11.985,,09/29/2014,,
08807,NJ,9.75,,03/06/2014,,
07946,NJ,3.25,,08/05/2014,,
08757,NJ,6,,08/12/2014,,
08022,NJ,9.18,,08/21/2014,,
07885,NJ,5.25,,11/04/2014,,
08527,NJ,5.61,,08/25/2014,,
08857,NJ,7.14,,10/16/2014,,
07065,NJ,7.75,,10/28/2014,,
08757,NJ,13.515,,10/21/2014,,
08311,NJ,11.73,,12/16/2014,,
08050,NJ,6.63,,07/22/2014,,
08015,NJ,6.885,,11/05/2014,,
07069,NJ,7.5,,06/13/2014,,
08723,NJ,9.18,,08/22/2014,,
08087,NJ,10.25,,09/04/2014,,
08825,NJ,24.255,,12/12/2014,,
08731,NJ,16.35,,12/30/2014,,
08046,NJ,8.16,,12/19/2014,,
07726,NJ,6.75,,07/22/2014,,
07750,NJ,4.56,45026.74286,02/02/2005,,
08837,NJ,6.37,,05/22/2014,,
08054,NJ,8.67,,12/01/2014,,
08824,NJ,8.25,,09/05/2014,,
08327,NJ,9.18,,08/06/2014,,
08502,NJ,8.5,,11/06/2014,,
08046,NJ,3.825,,09/03/2014,,
08037,NJ,18,,10/28/2014,,
07079,NJ,10.25,,12/02/2014,,
08512,NJ,7.395,,06/03/2014,,
08757,NJ,3.92,,03/20/2014,,
08527,NJ,4.16,,03/31/2014,,
08048,NJ,5.865,,11/03/2014,,
08062,NJ,8,,06/04/2014,,
08859,NJ,8.925,,10/30/2014,,
08215,NJ,7.5,,09/17/2014,,
08054,NJ,13.75,,08/15/2014,,
07064,NJ,7.14,,10/23/2014,,
08096,NJ,8.085,,03/24/2014,,
08859,NJ,9.69,,07/29/2014,,
08043,NJ,5.865,,09/19/2014,,
07203,NJ,5.1,,12/31/2014,,
08880,NJ,4.335,,08/22/2014,,
08319,NJ,11.22,,06/17/2014,,
08844,NJ,12.985,,11/12/2014,,
08321,NJ,7.84,,07/16/2014,,
08075,NJ,10.75,,11/26/2014,,
08810,NJ,4.86,,10/16/2014,,
08088,NJ,9.18,,12/24/2014,,
08724,NJ,5.4,,10/28/2014,,
08028,NJ,3.75,,06/09/2014,,
08759,NJ,11.475,,05/08/2014,,
08753,NJ,4.59,,12/24/2014,,
08527,NJ,5.4,,11/05/2014,,
08759,NJ,11.73,,09/04/2014,,
07023,NJ,3.06,,10/07/2014,,
08054,NJ,7,,09/03/2014,,
08527,NJ,10.2,,08/20/2014,,
08205,NJ,9.25,,08/21/2014,,
08062,NJ,3.06,,12/08/2014,,
08302,NJ,5,,09/24/2014,,
08330,NJ,14.28,,08/20/2014,,
08536,NJ,8.5,,07/28/2014,,
08757,NJ,7.5,,07/02/2014,,
08734,NJ,7.14,,06/16/2014,,
08034,NJ,7.5,,04/08/2014,,
08096,NJ,6.63,,10/17/2014,,
08869,NJ,10.14,,04/29/2014,,
08759,NJ,6.12,,10/14/2014,,
08234,NJ,7.02,,08/21/2014,,
08094,NJ,8.085,,03/24/2014,,
07751,NJ,8.745,,11/18/2014,,
08098,NJ,8.5,,07/30/2014,,
07083,NJ,2.205,,05/15/2014,,
07735,NJ,4.25,,12/19/2014,,
08753,NJ,5.94,,09/29/2014,,
08753,NJ,2.5,,07/28/2014,,
07825,NJ,2.5,,06/10/2014,,
08037,NJ,4.335,,12/19/2014,,
08701,NJ,13.5,,12/31/2013,,
08005,NJ,17.82,,10/16/2014,,
08085,NJ,4.32,,12/19/2014,,
07666,NJ,17.55,,11/04/2014,,
08204,NJ,6.885,,09/24/2014,,
08527,NJ,11.985,,08/19/2014,,
07064,NJ,5.1,,07/30/2014,,
08242,NJ,9.69,,09/26/2014,,
08857,NJ,7.25,,10/10/2014,,
08721,NJ,15.68,,12/09/2014,,
08755,NJ,7.14,,10/31/2014,,
08234,NJ,10.25,,09/09/2014,,
08080,NJ,18,,10/14/2014,,
08534,NJ,21.504,,10/24/2014,,
08234,NJ,14.25,,10/14/2014,,
08520,NJ,7.35,,08/07/2014,,
07931,NJ,7.02,,11/26/2014,,
07456,NJ,9.945,,08/18/2014,,
08859,NJ,6.885,,09/03/2014,,
08008,NJ,2.5,,09/18/2014,,
07420,NJ,6.867,,07/24/2014,,
08075,NJ,10.25,,09/18/2014,,
07606,NJ,3.57,,12/24/2014,,
08502,NJ,14.025,,12/08/2014,,
08873,NJ,7.56,,10/14/2014,,
08520,NJ,6.75,,04/24/2014,,
08733,NJ,7.75,,05/07/2014,,
08096,NJ,7.14,,10/17/2014,,
07064,NJ,3.92,,07/10/2014,,
08060,NJ,7.5,,10/13/2014,,
07064,NJ,5.75,,12/12/2014,,
08081,NJ,9.75,,06/12/2014,,
08319,NJ,14,,09/24/2014,,
08724,NJ,3.75,,07/28/2014,,
08721,NJ,4.94,,11/24/2014,,
08757,NJ,9.625,,12/12/2014,,
08826,NJ,5.865,,08/19/2014,,
08219,NJ,16.575,,12/30/2014,,
07077,NJ,8.75,,08/13/2014,,
08008,NJ,5.886,,11/05/2014,,
08724,NJ,8.415,,10/08/2014,,
08876,NJ,5.635,,04/16/2014,,
08079,NJ,9.69,,12/23/2014,,
07201,NJ,5,,04/22/2014,,
08270,NJ,9,,11/12/2014,,
08054,NJ,12.75,,12/08/2014,,
08062,NJ,17.16,,10/08/2014,,
08302,NJ,13.72,,04/24/2014,,
07728,NJ,9.45,,11/19/2014,,
08204,NJ,11.22,,05/27/2014,,
08110,NJ,3.06,,12/26/2014,,
08046,NJ,7.14,,11/13/2014,,
07731,NJ,12.75,,11/19/2014,,
08046,NJ,8,,10/08/2014,,
08094,NJ,15.045,,09/24/2014,,
07860,NJ,10.725,,11/19/2014,,
07456,NJ,7.75,,05/30/2014,,
08050,NJ,9.945,,06/04/2014,,
07760,NJ,3.36,,11/21/2014,,
08087,NJ,5.1,,12/04/2014,,
07727,NJ,8.28,,10/15/2014,,
07076,NJ,7.5,,12/02/2014,,
08050,NJ,8.415,,11/17/2014,,
08203,NJ,6.867,,10/15/2014,,
08205,NJ,6.63,,05/30/2014,,
07605,NJ,4.25,,10/15/2014,,
08085,NJ,8,,04/29/2014,,
07748,NJ,15,,10/30/2014,,
08879,NJ,6.75,,09/24/2014,,
07036,NJ,5.5,,12/30/2014,,
07064,NJ,4.465,,07/11/2014,,
08205,NJ,9.18,,10/28/2014,,
08330,NJ,18.36,,11/07/2014,,
08234,NJ,9.72,,10/09/2014,,
08050,NJ,9.69,,05/27/2014,,
08701,NJ,5.46,,09/29/2014,,
08736,NJ,8,,11/11/2014,,
08733,NJ,11.25,,09/05/2014,,
07054,NJ,5.355,,08/28/2014,,
08831,NJ,12.5,,06/24/2014,,
07728,NJ,13.25,,11/03/2014,,
08081,NJ,8.415,,10/02/2014,,
08210,NJ,16.66,,06/16/2014,,
08204,NJ,12.495,,02/27/2014,,
08527,NJ,6.12,,09/29/2014,,
08022,NJ,6.375,,08/21/2014,,
07013,NJ,5.355,,10/31/2014,,
07735,NJ,4.335,,11/04/2014,,
08054,NJ,5.865,,10/17/2014,,
08095,NJ,11,,09/24/2014,,
08724,NJ,7.99,,08/21/2014,,
08081,NJ,4.77,,05/28/2014,,
07105,NJ,6,,08/15/2014,,
07727,NJ,5.13,,10/02/2014,,
08088,NJ,9.5,,09/03/2014,,
08701,NJ,6.5,,11/25/2014,,
08721,NJ,4.08,,05/06/2014,,
07731,NJ,9.45,,11/04/2014,,
08619,NJ,5.7,,02/26/2014,,
07054,NJ,6.188,,12/23/2014,,
08234,NJ,9,,10/08/2014,,
07760,NJ,3,,12/08/2014,,
08859,NJ,7.65,,10/15/2014,,
07719,NJ,11.985,,08/20/2014,,
08901,NJ,7.5,,09/25/2014,,
07731,NJ,8.415,,07/11/2014,,
08075,NJ,6.37,,03/13/2014,,
07730,NJ,5.25,,09/09/2014,,
08090,NJ,10.25,,10/07/2014,,
08618,NJ,7.75,,10/10/2014,,
08861,NJ,7.395,,11/05/2014,,
08234,NJ,9,,09/26/2014,,
08061,NJ,7,,11/07/2014,,
08054,NJ,5.635,,05/23/2014,,
08094,NJ,5.5,,10/02/2014,,
08857,NJ,8,,11/12/2014,,
07730,NJ,7.84,,02/27/2014,,
07836,NJ,3.57,,11/19/2014,,
07079,NJ,10,,11/04/2014,,
08054,NJ,5.1,,10/17/2014,,
07724,NJ,14,,12/15/2014,,
07059,NJ,7.75,,09/25/2014,,
08012,NJ,8.925,,08/13/2014,,
07675,NJ,4.75,,06/18/2014,,
07728,NJ,8.32,,11/25/2014,,
07830,NJ,12.25,,08/25/2014,,
07746,NJ,6,,07/03/2014,,
08701,NJ,4.75,,09/24/2014,,
08085,NJ,16.83,,07/08/2014,,
08003,NJ,8.925,,11/05/2014,,
08060,NJ,5.5,,09/26/2014,,
08005,NJ,6.37,,08/22/2014,,
08859,NJ,11.7,,12/17/2014,,
08807,NJ,4.05,,12/24/2014,,
08051,NJ,5.1,,03/25/2014,,
07860,NJ,9,,09/12/2014,,
08053,NJ,4,,08/07/2014,,
08244,NJ,7.75,,07/09/2014,,
08088,NJ,10.5,,03/25/2014,,
08515,NJ,9.25,,09/02/2014,,
07004,NJ,7.14,,09/26/2014,,
08083,NJ,6.885,,08/13/2014,,
08234,NJ,5.1,,10/22/2014,,
08054,NJ,11.22,,08/19/2014,,
08085,NJ,14.79,,10/15/2014,,
08055,NJ,13.5,,10/10/2014,,
08210,NJ,14.535,,10/24/2014,,
08322,NJ,10.5,,11/25/2014,,
07827,NJ,15.3,,12/31/2014,,
08054,NJ,3.75,,10/13/2014,,
08094,NJ,11.5,,10/14/2014,,
07920,NJ,6.9,71059.41925,07/30/2003,,
08077,NJ,12.42,,10/02/2014,,
08108,NJ,2,,10/24/2014,,
07731,NJ,6.25,,08/04/2014,,
08046,NJ,4.845,,09/25/2014,,
08322,NJ,16,,05/13/2014,,
07876,NJ,9.18,,11/05/2014,,
08081,NJ,16.83,,12/17/2014,,
08873,NJ,8.91,,12/24/2014,,
08865,NJ,7.65,,12/17/2014,,
08043,NJ,7.105,,08/04/2014,,
08094,NJ,10.965,,10/15/2014,,
08759,NJ,3.5,,10/14/2014,,
08050,NJ,5.61,,09/15/2014,,
08854,NJ,9.156,,06/30/2014,,
08078,NJ,6,,06/16/2014,,
08204,NJ,9.435,,08/05/2014,,
08753,NJ,5.61,,12/19/2014,,
08234,NJ,11.985,,10/28/2014,,
08721,NJ,6.12,,12/19/2014,,
08873,NJ,3.75,,08/07/2014,,
08234,NJ,12,,09/30/2014,,
08840,NJ,6.375,,11/04/2014,,
07040,NJ,7.25,,08/26/2014,,
07011,NJ,6.5,,10/15/2014,,
08052,NJ,5,,08/07/2014,,
08085,NJ,5.94,,12/30/2014,,
08759,NJ,8.64,,11/11/2014,,
08619,NJ,12.15,,10/17/2014,,
08343,NJ,6,,05/30/2014,,
07450,NJ,8.75,,11/26/2014,,
08046,NJ,12.75,,09/03/2014,,
08527,NJ,13.25,,11/11/2014,,
08859,NJ,8.1,,10/02/2014,,
07050,NJ,1.02,,06/25/2014,,
08066,NJ,5.75,,11/12/2014,,
08753,NJ,11.61,,12/26/2014,,
08322,NJ,6.75,,10/28/2014,,
08087,NJ,8.5,,05/19/2014,,
07421,NJ,36.25,,12/22/2014,,
08330,NJ,6.25,,07/23/2014,,
08081,NJ,13.26,,10/10/2014,,
08740,NJ,4.59,,07/21/2014,,
08876,NJ,10.53,,10/15/2014,,
08330,NJ,10.25,,09/15/2014,,
08021,NJ,8.415,,10/14/2014,,
07430,NJ,5.88,,05/30/2014,,
07860,NJ,18.36,,12/17/2014,,
08244,NJ,14.575,,11/06/2014,,
08085,NJ,7.395,,08/22/2014,,
07076,NJ,5.88,,03/27/2014,,
07109,NJ,6.5,,04/08/2014,,
08753,NJ,8.67,,10/21/2014,,
08722,NJ,5.39,,12/04/2014,,
08527,NJ,5.61,,08/20/2014,,
07034,NJ,2.915,,12/22/2014,,
07751,NJ,8.75,,12/19/2014,,
08081,NJ,6.12,,12/08/2014,,
08205,NJ,3.675,,03/20/2014,,
08753,NJ,5,,03/25/2014,,
07407,NJ,7.56,,10/02/2014,,
07716,NJ,7.425,,11/13/2014,,
08721,NJ,6.375,,11/06/2014,,
08701,NJ,8.32,,06/03/2014,,
08234,NJ,6.12,,08/19/2014,,
08741,NJ,7.65,,11/20/2014,,
07470,NJ,8.32,,08/21/2014,,
08251,NJ,8.67,,12/04/2014,,
07726,NJ,6.12,,12/31/2014,,
07522,NJ,5.61,,08/21/2014,,
08006,NJ,2.7,,09/29/2014,,
08854,NJ,6,,09/25/2014,,
08230,NJ,15.81,,09/24/2014,,
08854,NJ,6.48,,06/19/2014,,
08096,NJ,4.7,,10/17/2014,,
08046,NJ,8.16,,09/03/2014,,
08004,NJ,10.2,,10/31/2014,,
08757,NJ,5.355,,11/03/2014,,
08003,NJ,7.14,,10/29/2014,,
08535,NJ,12.25,,10/31/2014,,
07760,NJ,3.43,,02/07/2014,,
08859,NJ,5,,07/11/2014,,
08318,NJ,24.48,,07/08/2014,,
08075,NJ,6.86,,04/09/2014,,
08045,NJ,5.88,,03/27/2014,,
08701,NJ,5.5,,09/24/2014,,
08002,NJ,6,,10/21/2014,,
08046,NJ,8.91,,09/29/2014,,
08087,NJ,6.885,,09/26/2014,,
08322,NJ,3.5,,10/07/2014,,
08807,NJ,9.18,,08/01/2014,,
08059,NJ,7.395,,09/09/2014,,
07726,NJ,8,,10/17/2014,,
08302,NJ,10.455,,08/06/2014,,
08260,NJ,4.845,,10/08/2014,,
08848,NJ,4.72,,09/22/2014,,
08043,NJ,11.475,,09/08/2014,,
07746,NJ,2.915,,10/21/2014,,
08324,NJ,26.52,,09/17/2014,,
08012,NJ,14.5,,10/27/2014,,
08221,NJ,17.94,,10/10/2014,,
07644,NJ,4.25,,11/14/2014,,
08724,NJ,9.25,,11/18/2014,,
08861,NJ,5.5,,08/12/2014,,
08829,NJ,5.886,,06/30/2014,,
08241,NJ,12,,09/09/2014,,
07206,NJ,3.75,,10/23/2014,,
07060,NJ,5.61,,10/22/2014,,
07055,NJ,6,,05/22/2014,,
08068,NJ,9,,06/05/2014,,
07836,NJ,8.415,,12/03/2014,,
08861,NJ,3.75,,10/08/2014,,
07462,NJ,11.75,,09/04/2014,,
08003,NJ,6.12,,11/12/2014,,
08755,NJ,7.02,,12/22/2014,,
08061,NJ,7.25,,08/07/2014,,
07860,NJ,11.825,,12/12/2014,,
