Zipcode,State,Size (kW DC),Cost,Date Installed,Filters=state=CT
06811,CT,7.74,46440.0,03/28/2011,,
06370,CT,12.0,55088.91,03/28/2011,,
06850,CT,6.72,47040.0,03/28/2011,,
06066,CT,10.08,69552.0,03/28/2011,,
06415,CT,7.2,44750.0,03/25/2011,,
06249,CT,2.3,0.0,03/25/2011,,
06351,CT,9.45,48391.0,03/25/2011,,
06820,CT,6.6,39050.0,03/25/2011,,
06259,CT,180.56,1283705.0,03/18/2011,,
06824,CT,8.82,66150.0,03/15/2011,,
06378,CT,11.84,58051.0,03/15/2011,,
06784,CT,3.68,25089.0,03/15/2011,,
06840,CT,2.7,0.0,03/15/2011,,
06854,CT,4.23,32624.0,03/11/2011,,
06897,CT,10.81,74993.6,03/06/2011,,
06419,CT,10.35,70070.0,02/28/2011,,
06040,CT,9.68,49933.0,02/28/2011,,
06010,CT,5.55,33300.0,02/28/2011,,
06751,CT,6.66,40860.0,02/28/2011,,
06511,CT,6.66,40860.0,02/28/2011,,
06095,CT,6.3,42840.0,02/28/2011,,
06241,CT,6.72,39353.67,02/28/2011,,
06897,CT,6.45,36800.0,02/28/2011,,
06340,CT,5.04,47014.07,02/28/2011,,
06447,CT,7.79,43187.7,02/28/2011,,
06477,CT,10.2,74517.17,02/24/2011,,
06408,CT,3.68,24396.0,02/24/2011,,
06250,CT,6.9,0.0,02/24/2011,,
06457,CT,4.6,28359.0,02/24/2011,,
06069,CT,9.99,63124.68,02/24/2011,,
06478,CT,5.04,35280.0,02/24/2011,,
06469,CT,9.84,66000.0,02/24/2011,,
06754,CT,7.36,54970.34,02/18/2011,,
06095,CT,2.0,14249.0,02/17/2011,,
06001,CT,3.36,22579.0,02/17/2011,,
06477,CT,4.14,26000.0,02/17/2011,,
06238,CT,8.97,69069.0,02/17/2011,,
06810,CT,8.28,51336.0,02/17/2011,,
06751,CT,10.12,79918.0,02/17/2011,,
06250,CT,4.2,28795.44,02/17/2011,,
06226,CT,4.83,37915.51,02/17/2011,,
06242,CT,5.25,38575.52,02/17/2011,,
06811,CT,4.05,33817.5,02/17/2011,,
06501,CT,3.68,31360.0,02/17/2011,,
06612,CT,5.4,43200.0,02/17/2011,,
06033,CT,7.74,58404.8,02/17/2011,,
06043,CT,1.08,17897.0,02/17/2011,,
06029,CT,6.72,49188.0,02/17/2011,,
06039,CT,11.04,79488.0,02/17/2011,,
06751,CT,2.52,18383.0,02/17/2011,,
06264,CT,7.56,55554.84,02/17/2011,,
06371,CT,7.36,64108.56,02/17/2011,,
06615,CT,39.41,230053.0,02/17/2011,,
06615,CT,39.41,230053.0,02/17/2011,,
06441,CT,9.46,44281.13,02/16/2011,,
06498,CT,8.05,52831.0,02/16/2011,,
06415,CT,9.66,63756.98,02/16/2011,,
06896,CT,9.68,54235.0,02/16/2011,,
06488,CT,5.52,31574.0,02/16/2011,,
06093,CT,5.25,35018.0,02/16/2011,,
06033,CT,10.32,61920.0,02/16/2011,,
06850,CT,10.32,61425.0,02/16/2011,,
06484,CT,8.1,51185.0,02/16/2011,,
06013,CT,6.21,47506.51,02/16/2011,,
06374,CT,11.34,66987.84,02/16/2011,,
06278,CT,6.3,43663.09,02/16/2011,,
06057,CT,7.6,51130.0,02/16/2011,,
06238,CT,7.38,53874.0,02/16/2011,,
06824,CT,5.94,39798.0,02/16/2011,,
06062,CT,7.74,53843.0,02/16/2011,,
06415,CT,10.58,62085.0,02/16/2011,,
06238,CT,8.8,51252.16,02/16/2011,,
06333,CT,12.3,71820.0,02/16/2011,,
06063,CT,8.28,57960.0,02/16/2011,,
06013,CT,6.08,46473.75,02/16/2011,,
06756,CT,6.9,45747.0,02/16/2011,,
06351,CT,10.53,83000.0,02/16/2011,,
06231,CT,6.46,44574.0,02/16/2011,,
06710,CT,6.9,55200.0,02/16/2011,,
06370,CT,5.16,38177.96,02/16/2011,,
06268,CT,4.0,29600.0,02/16/2011,,
06614,CT,3.15,23643.12,02/16/2011,,
06076,CT,6.72,49056.0,02/16/2011,,
06279,CT,3.22,26565.0,02/16/2011,,
06460,CT,8.1,66610.0,02/16/2011,,
06514,CT,5.88,37855.93,02/16/2011,,
06277,CT,11.2,79728.85,02/16/2011,,
06351,CT,6.6,49750.71,02/16/2011,,
06098,CT,9.0,71200.0,02/16/2011,,
06482,CT,5.52,46645.38,02/16/2011,,
06787,CT,6.84,44664.0,02/16/2011,,
06525,CT,9.9,77220.0,02/16/2011,,
06029,CT,10.8,81000.0,02/16/2011,,
06716,CT,10.08,69552.0,02/16/2011,,
06277,CT,10.4,76832.75,02/16/2011,,
06804,CT,5.07,40408.0,02/16/2011,,
06810,CT,7.2,57624.0,02/16/2011,,
06475,CT,5.52,35297.0,02/04/2011,,
06478,CT,4.86,29243.68,02/03/2011,,
06441,CT,5.04,30240.0,02/03/2011,,
06415,CT,6.11,40683.0,02/01/2011,,
06422,CT,10.36,70271.0,02/01/2011,,
06455,CT,10.8,71883.0,02/01/2011,,
06484,CT,7.56,53420.0,02/01/2011,,
06776,CT,10.32,61700.0,02/01/2011,,
06359,CT,6.12,43193.34,02/01/2011,,
06108,CT,7.56,45044.0,02/01/2011,,
06247,CT,2.8,19534.61,02/01/2011,,
06277,CT,9.2,63112.0,02/01/2011,,
06405,CT,3.5,22487.7,02/01/2011,,
06405,CT,8.74,62852.67,02/01/2011,,
06239,CT,7.7,54330.0,01/25/2011,,
06076,CT,10.8,85440.0,01/20/2011,,
06239,CT,8.19,30045.0,01/20/2011,,
06850,CT,5.4,32403.38,01/20/2011,,
06470,CT,6.44,46788.05,01/20/2011,,
06830,CT,4.68,53773.0,01/20/2011,,
06820,CT,6.02,42349.0,01/14/2011,,
06353,CT,8.19,27268.02,01/14/2011,,
06232,CT,5.04,61213.74,01/14/2011,,
06071,CT,9.36,44012.68,01/14/2011,,
06357,CT,4.73,33971.27,01/14/2011,,
06897,CT,5.6,37987.24,01/14/2011,,
06786,CT,7.36,0.0,01/13/2011,,
06469,CT,7.43,50982.0,01/13/2011,,
06422,CT,11.1,69307.0,01/13/2011,,
06235,CT,6.11,38889.0,01/13/2011,,
06516,CT,1.8,14400.0,01/13/2011,,
06268,CT,10.58,58824.0,01/13/2011,,
06031,CT,3.85,24570.0,01/13/2011,,
06611,CT,6.9,44431.0,01/13/2011,,
06281,CT,7.82,37224.0,01/13/2011,,
06237,CT,8.82,52920.0,01/13/2011,,
06511,CT,6.75,47925.0,01/13/2011,,
06029,CT,8.82,59212.0,01/13/2011,,
06480,CT,8.28,52909.0,01/13/2011,,
06001,CT,10.13,65000.0,01/10/2011,,
06443,CT,7.36,47880.8,01/10/2011,,
06524,CT,7.36,46736.0,01/10/2011,,
06437,CT,8.28,50475.0,01/07/2011,,
06757,CT,10.03,57590.0,01/07/2011,,
06880,CT,8.82,46305.01,01/07/2011,,
06098,CT,8.4,65016.0,01/07/2011,,
06443,CT,5.4,40803.0,01/07/2011,,
06412,CT,7.2,50350.0,01/07/2011,,
06478,CT,74.88,686519.0,12/30/2010,,
06416,CT,180.6,783569.5,12/29/2010,,
06896,CT,11.34,66958.0,12/23/2010,,
06424,CT,8.4,55860.0,12/23/2010,,
06078,CT,8.28,55273.0,12/23/2010,,
06708,CT,5.85,42546.39,12/23/2010,,
06897,CT,6.45,39650.0,12/23/2010,,
06357,CT,7.2,43560.0,12/23/2010,,
06422,CT,7.82,44975.0,12/23/2010,,
06514,CT,9.24,62946.0,12/23/2010,,
06237,CT,5.6,30551.02,12/23/2010,,
06798,CT,9.0,67500.0,12/23/2010,,
06511,CT,4.4,30588.0,12/23/2010,,
06511,CT,3.5,23600.0,12/23/2010,,
06032,CT,5.04,33466.0,12/23/2010,,
06480,CT,2.76,18795.0,12/23/2010,,
06770,CT,8.19,58804.2,12/23/2010,,
06058,CT,5.52,34224.19,12/23/2010,,
06385,CT,7.56,43193.42,12/23/2010,,
06010,CT,10.71,66275.0,12/23/2010,,
06040,CT,8.82,59787.0,12/23/2010,,
06238,CT,1.0,22791.45,12/17/2010,,
06095,CT,6.9,50650.0,12/17/2010,,
06119,CT,3.22,24053.4,12/17/2010,,
06384,CT,10.08,71749.0,12/17/2010,,
06067,CT,6.58,36701.8,12/17/2010,,
06247,CT,10.36,56151.2,12/17/2010,,
06457,CT,5.94,33422.0,12/17/2010,,
06357,CT,5.04,36796.0,12/16/2010,,
06489,CT,3.5,29015.39,12/15/2010,,
06248,CT,3.85,29169.43,12/15/2010,,
06855,CT,5.85,42500.0,12/09/2010,,
06443,CT,4.0,24535.0,12/05/2010,,
06063,CT,12.06,62990.2,12/03/2010,,
06776,CT,6.13,44720.47,12/01/2010,,
06068,CT,2.04,16766.0,12/01/2010,,
06443,CT,7.48,53168.0,12/01/2010,,
06441,CT,6.12,51165.55,12/01/2010,,
06475,CT,6.48,27253.52,12/01/2010,,
06082,CT,8.6,54850.0,12/01/2010,,
06877,CT,2.94,25055.0,12/01/2010,,
06870,CT,2.64,23700.0,12/01/2010,,
06790,CT,7.53,0.0,11/30/2010,,
06351,CT,7.03,40692.36,11/30/2010,,
06443,CT,10.8,65375.0,11/30/2010,,
06611,CT,4.84,42707.0,11/30/2010,,
06708,CT,5.85,42835.62,11/30/2010,,
06460,CT,6.21,47575.0,11/30/2010,,
06708,CT,5.85,42546.39,11/30/2010,,
06484,CT,6.9,44091.0,11/30/2010,,
06850,CT,6.21,44065.55,11/30/2010,,
06811,CT,7.56,41958.0,11/30/2010,,
06413,CT,4.2,38640.0,11/30/2010,,
06460,CT,6.15,43357.52,11/30/2010,,
06450,CT,6.3,43596.0,11/30/2010,,
06473,CT,8.74,54650.0,11/30/2010,,
06010,CT,5.98,41262.0,11/30/2010,,
06488,CT,3.78,26460.0,11/30/2010,,
06516,CT,8.28,62100.0,11/30/2010,,
06385,CT,7.92,48945.6,11/30/2010,,
06751,CT,5.28,35940.0,11/30/2010,,
06234,CT,7.56,50952.0,11/30/2010,,
06762,CT,11.44,76784.0,11/30/2010,,
06068,CT,10.56,66286.0,11/30/2010,,
06415,CT,11.5,75780.0,11/30/2010,,
06375,CT,8.4,53478.41,11/30/2010,,
06355,CT,10.12,58593.94,11/30/2010,,
06268,CT,8.28,63342.0,11/30/2010,,
06830,CT,5.52,37325.0,11/30/2010,,
06074,CT,10.08,70056.0,11/30/2010,,
06753,CT,9.72,60101.0,11/30/2010,,
06119,CT,4.14,33954.0,11/30/2010,,
06897,CT,5.0,37587.0,11/24/2010,,
06443,CT,44.55,298773.84,11/19/2010,,
06512,CT,20.7,180819.0,11/19/2010,,
06512,CT,25.65,232947.0,11/19/2010,,
06512,CT,32.4,306252.0,11/19/2010,,
06010,CT,5.76,0.0,11/10/2010,,
06447,CT,7.74,0.0,11/10/2010,,
06035,CT,8.28,55699.0,11/10/2010,,
06415,CT,9.0,62000.0,11/10/2010,,
06040,CT,7.74,45612.0,11/10/2010,,
06264,CT,8.82,57330.0,11/10/2010,,
06351,CT,10.08,73142.12,11/10/2010,,
06095,CT,4.3,33951.0,11/10/2010,,
06415,CT,7.56,49678.0,11/10/2010,,
06790,CT,8.19,46800.0,11/10/2010,,
06757,CT,8.8,56045.0,11/10/2010,,
06355,CT,8.58,54740.4,11/10/2010,,
06037,CT,6.3,44487.0,11/10/2010,,
06759,CT,9.66,64303.0,11/10/2010,,
06489,CT,5.06,32357.0,11/10/2010,,
06238,CT,4.8,26121.81,11/10/2010,,
06514,CT,4.2,32971.97,11/10/2010,,
06482,CT,7.36,55568.0,11/10/2010,,
06484,CT,7.56,52920.0,11/10/2010,,
06614,CT,8.28,63342.0,11/10/2010,,
06468,CT,4.5,34875.0,11/10/2010,,
06783,CT,5.52,35046.0,11/10/2010,,
06374,CT,11.34,65830.59,11/10/2010,,
06331,CT,10.35,72810.0,11/10/2010,,
06825,CT,5.25,35707.32,11/10/2010,,
06525,CT,7.14,54237.69,11/05/2010,,
06905,CT,2.8,28525.05,11/05/2010,,
06069,CT,5.04,34619.0,11/05/2010,,
06763,CT,6.6,40260.0,11/04/2010,,
06237,CT,5.52,35052.0,11/04/2010,,
06785,CT,7.38,50922.0,11/04/2010,,
06470,CT,10.08,73580.0,11/04/2010,,
06457,CT,7.7,55717.35,11/04/2010,,
06037,CT,9.03,0.0,11/03/2010,,
06026,CT,7.92,47350.0,11/03/2010,,
06053,CT,80.08,475809.0,11/02/2010,,
06413,CT,6.08,42360.0,10/29/2010,,
06812,CT,10.08,62798.4,10/29/2010,,
06824,CT,5.04,25704.0,10/29/2010,,
06810,CT,6.21,43470.0,10/29/2010,,
06247,CT,3.36,25685.0,10/28/2010,,
06880,CT,3.1,11997.0,10/22/2010,,
06810,CT,7.92,35281.2,10/22/2010,,
06783,CT,3.78,24738.0,10/20/2010,,
06880,CT,5.04,42336.0,10/20/2010,,
06066,CT,5.67,29453.0,10/15/2010,,
06226,CT,5.28,33383.08,10/15/2010,,
06107,CT,3.36,23520.0,10/15/2010,,
06751,CT,6.98,57614.0,10/12/2010,,
06029,CT,9.87,68844.45,10/12/2010,,
06370,CT,12.0,67242.6,10/12/2010,,
06782,CT,7.35,49980.0,10/12/2010,,
06013,CT,6.16,42888.0,10/12/2010,,
06278,CT,6.66,41150.0,10/12/2010,,
06235,CT,4.8,27056.48,10/12/2010,,
06751,CT,10.8,75600.0,10/12/2010,,
06424,CT,4.6,35059.0,10/12/2010,,
06750,CT,10.08,70056.0,10/12/2010,,
06084,CT,7.68,47086.0,10/12/2010,,
06810,CT,10.08,62395.0,10/12/2010,,
06107,CT,4.51,31150.0,10/12/2010,,
06250,CT,5.81,37442.0,10/12/2010,,
06082,CT,7.74,50697.0,10/12/2010,,
06518,CT,3.6,28940.0,10/12/2010,,
06779,CT,6.21,48186.28,10/12/2010,,
06416,CT,8.4,62600.0,10/12/2010,,
06260,CT,6.8,47372.56,10/12/2010,,
06777,CT,17.2,107138.0,09/29/2010,,
06897,CT,10.15,103848.0,09/29/2010,,
06260,CT,31.46,261456.0,09/24/2010,,
06460,CT,2.8,21439.86,09/21/2010,,
06237,CT,5.4,38485.5,09/21/2010,,
06279,CT,6.3,22520.0,09/21/2010,,
06777,CT,10.8,74700.0,09/21/2010,,
06796,CT,5.4,34560.0,09/21/2010,,
06422,CT,7.56,42541.0,09/21/2010,,
06371,CT,6.48,46980.0,09/21/2010,,
06902,CT,17.94,124000.0,09/20/2010,,
06419,CT,5.94,47410.0,09/10/2010,,
06419,CT,8.58,63965.0,09/10/2010,,
06278,CT,7.2,35783.62,09/10/2010,,
06477,CT,9.9,78210.0,09/10/2010,,
06481,CT,10.32,65048.0,09/10/2010,,
06040,CT,4.73,0.0,09/10/2010,,
06443,CT,6.3,42591.0,09/10/2010,,
06033,CT,8.29,58000.0,09/10/2010,,
06405,CT,9.2,60700.0,09/10/2010,,
06611,CT,10.5,58261.0,09/10/2010,,
06085,CT,7.56,45204.0,09/10/2010,,
06488,CT,6.08,46562.52,09/10/2010,,
06437,CT,10.08,66823.0,09/10/2010,,
06477,CT,8.97,63790.0,09/10/2010,,
06473,CT,8.1,60750.0,09/10/2010,,
06040,CT,7.56,50896.0,09/10/2010,,
06250,CT,7.56,58129.0,09/10/2010,,
06403,CT,8.1,61965.0,09/10/2010,,
06611,CT,6.75,54487.5,09/10/2010,,
06478,CT,4.6,30189.0,09/10/2010,,
06277,CT,9.6,65407.75,09/10/2010,,
06095,CT,4.8,40800.0,09/10/2010,,
06070,CT,3.2,26680.0,09/10/2010,,
06070,CT,7.56,59492.0,09/10/2010,,
06525,CT,1.33,28180.0,09/09/2010,,
06268,CT,5.88,0.0,09/08/2010,,
06903,CT,8.0,51834.0,08/31/2010,,
06385,CT,34.65,173849.0,08/31/2010,,
06371,CT,6.27,51680.0,08/30/2010,,
06437,CT,8.19,41670.54,08/27/2010,,
06906,CT,2.52,19152.0,08/27/2010,,
06239,CT,12.15,69255.0,08/26/2010,,
06268,CT,13.42,99979.0,08/25/2010,,
06090,CT,8.1,56538.0,08/20/2010,,
06606,CT,3.85,23369.5,08/20/2010,,
06438,CT,4.32,30200.0,08/20/2010,,
06074,CT,4.8,37500.0,08/20/2010,,
06611,CT,7.2,55955.0,08/16/2010,,
06279,CT,7.56,0.0,08/16/2010,,
06353,CT,7.74,54668.0,08/16/2010,,
06279,CT,11.22,78540.0,08/16/2010,,
06057,CT,8.1,56700.0,08/16/2010,,
06824,CT,7.82,53958.0,08/16/2010,,
06830,CT,7.2,46800.0,08/16/2010,,
06074,CT,4.41,30914.1,08/16/2010,,
06082,CT,5.28,33369.0,08/16/2010,,
06424,CT,10.08,60681.0,08/16/2010,,
06033,CT,4.14,33779.58,08/16/2010,,
06810,CT,6.45,40248.0,08/16/2010,,
06790,CT,8.4,52920.0,08/16/2010,,
06498,CT,9.66,63500.0,08/16/2010,,
06759,CT,10.08,75398.4,08/16/2010,,
06877,CT,8.28,59615.1,08/16/2010,,
06234,CT,4.2,31852.1,08/16/2010,,
06029,CT,7.2,42665.0,08/16/2010,,
06795,CT,4.05,31630.51,08/16/2010,,
06901,CT,148.84,1080137.0,08/16/2010,,
06498,CT,72.0,397561.0,08/09/2010,,
06468,CT,7.14,52738.45,08/04/2010,,
06488,CT,7.48,56380.44,08/04/2010,,
06109,CT,2.38,19294.74,08/04/2010,,
06423,CT,1.68,16800.0,08/04/2010,,
06032,CT,5.22,28114.67,08/04/2010,,
06111,CT,4.14,24336.0,08/04/2010,,
06447,CT,11.52,51836.84,08/04/2010,,
06712,CT,6.3,48230.0,08/04/2010,,
06078,CT,6.3,48369.0,08/04/2010,,
06096,CT,6.62,44982.0,08/04/2010,,
06320,CT,3.96,23697.84,08/04/2010,,
06371,CT,6.08,42160.15,08/04/2010,,
06525,CT,4.5,35865.0,08/04/2010,,
06902,CT,4.52,31502.0,08/04/2010,,
06242,CT,4.27,30975.64,08/04/2010,,
06457,CT,5.04,0.0,07/30/2010,,
06897,CT,10.32,81498.0,07/29/2010,,
06883,CT,4.6,29698.0,07/27/2010,,
06277,CT,12.0,77496.73,07/27/2010,,
06477,CT,9.0,69900.0,07/27/2010,,
06779,CT,11.34,83916.0,07/27/2010,,
06248,CT,6.35,40212.25,07/23/2010,,
06794,CT,207.4,1109264.0,07/21/2010,,
06880,CT,7.0,45348.0,07/16/2010,,
06902,CT,15.0,98602.5,07/15/2010,,
06883,CT,8.46,48230.0,07/14/2010,,
06422,CT,11.44,77705.0,07/14/2010,,
06096,CT,10.85,64435.0,07/14/2010,,
06248,CT,6.45,0.0,07/14/2010,,
06013,CT,4.73,33075.0,07/14/2010,,
06401,CT,5.28,33236.0,07/14/2010,,
06067,CT,9.89,65769.0,07/14/2010,,
06517,CT,6.9,45520.0,07/14/2010,,
06851,CT,10.32,62311.0,07/14/2010,,
06060,CT,11.25,83250.0,07/14/2010,,
06082,CT,11.04,84456.0,07/14/2010,,
06701,CT,9.45,56781.36,07/14/2010,,
06880,CT,3.6,28740.0,07/14/2010,,
06489,CT,5.16,44961.0,07/14/2010,,
06482,CT,8.74,59554.55,07/14/2010,,
06786,CT,11.04,71279.0,07/14/2010,,
06016,CT,8.28,56889.0,07/14/2010,,
06281,CT,7.8,60714.22,07/14/2010,,
06082,CT,11.04,77280.0,06/30/2010,,
06018,CT,9.84,65920.0,06/30/2010,,
06850,CT,6.0,40270.0,06/30/2010,,
06021,CT,9.6,65280.0,06/30/2010,,
06423,CT,11.22,84150.0,06/30/2010,,
06043,CT,7.56,55740.0,06/30/2010,,
06811,CT,5.4,36681.0,06/30/2010,,
06756,CT,6.21,45124.92,06/30/2010,,
06473,CT,4.14,34281.63,06/30/2010,,
06422,CT,10.35,68569.0,06/30/2010,,
06516,CT,6.9,52085.36,06/30/2010,,
06351,CT,10.25,60670.0,06/30/2010,,
06073,CT,9.36,76284.0,06/30/2010,,
06516,CT,8.28,66606.0,06/30/2010,,
06880,CT,2.76,19044.0,06/30/2010,,
06250,CT,7.18,47355.0,06/30/2010,,
06498,CT,2.76,24288.0,06/30/2010,,
06354,CT,9.2,70380.0,06/30/2010,,
06405,CT,4.5,37125.0,06/25/2010,,
06040,CT,3.68,29583.04,06/18/2010,,
06482,CT,8.1,51220.0,06/18/2010,,
06410,CT,4.83,38182.5,06/18/2010,,
06473,CT,67.73,568952.0,06/17/2010,,
06019,CT,3.0,26873.0,06/11/2010,,
06084,CT,11.13,71959.65,06/08/2010,,
06095,CT,5.52,41400.0,06/08/2010,,
06108,CT,5.52,37812.0,06/08/2010,,
06002,CT,5.52,36500.0,06/08/2010,,
06473,CT,5.25,35150.0,06/08/2010,,
06461,CT,9.24,70686.0,06/08/2010,,
06408,CT,8.28,56918.0,06/08/2010,,
06473,CT,5.67,38363.0,06/08/2010,,
06482,CT,4.6,36664.23,06/08/2010,,
06850,CT,10.35,61966.28,06/08/2010,,
06333,CT,8.28,59992.33,06/08/2010,,
06901,CT,6.44,47443.61,06/08/2010,,
06758,CT,11.04,36139.39,06/08/2010,,
06016,CT,4.05,34894.0,06/08/2010,,
06785,CT,6.97,50532.5,06/08/2010,,
06371,CT,4.14,34150.96,06/08/2010,,
06062,CT,11.61,75583.0,06/08/2010,,
06351,CT,7.38,53592.46,06/08/2010,,
06070,CT,6.15,53131.0,06/04/2010,,
06614,CT,94.19,575784.0,06/04/2010,,
06770,CT,5.1,41087.99,05/28/2010,,
06469,CT,4.59,35690.28,05/28/2010,,
06477,CT,4.2,0.0,05/28/2010,,
06410,CT,8.5,60455.98,05/21/2010,,
06461,CT,3.06,25450.26,05/21/2010,,
06473,CT,6.8,51954.64,05/21/2010,,
06710,CT,4.08,32194.25,05/21/2010,,
06074,CT,8.4,45131.0,05/21/2010,,
06019,CT,2.1,21331.0,05/21/2010,,
06830,CT,3.15,21225.0,05/21/2010,,
06605,CT,47.04,475000.0,05/05/2010,,
06039,CT,4.7,0.0,05/04/2010,,
06111,CT,2.38,19686.25,05/03/2010,,
06268,CT,4.08,30279.64,05/03/2010,,
06405,CT,5.1,42929.08,05/03/2010,,
06498,CT,4.59,37954.0,05/03/2010,,
06612,CT,9.2,67500.0,05/03/2010,,
06795,CT,5.61,42606.0,05/03/2010,,
06820,CT,10.35,78945.86,04/30/2010,,
06441,CT,6.3,35784.0,04/29/2010,,
06063,CT,2.52,23998.0,04/29/2010,,
06470,CT,5.0,34622.0,04/23/2010,,
06078,CT,7.56,58046.0,04/22/2010,,
06877,CT,15.0,131289.0,04/16/2010,,
06424,CT,4.51,33138.0,04/13/2010,,
06437,CT,4.6,34960.0,04/13/2010,,
06254,CT,10.92,74215.0,04/13/2010,,
06478,CT,8.46,52875.0,04/13/2010,,
06111,CT,7.82,59823.0,04/13/2010,,
06756,CT,8.28,62431.21,04/13/2010,,
06383,CT,8.82,53576.0,04/13/2010,,
06281,CT,7.14,54164.69,04/13/2010,,
06330,CT,6.9,52440.0,04/13/2010,,
06359,CT,5.46,35727.69,04/13/2010,,
06415,CT,5.52,36440.0,04/13/2010,,
06057,CT,6.21,48748.5,04/13/2010,,
06355,CT,4.8,39760.0,04/13/2010,,
06460,CT,3.99,26733.0,04/13/2010,,
06515,CT,7.36,59680.0,04/13/2010,,
06069,CT,11.04,83904.0,04/13/2010,,
06460,CT,7.65,59986.0,04/13/2010,,
06339,CT,9.45,58456.6,04/13/2010,,
06405,CT,2.3,19400.0,04/13/2010,,
06415,CT,7.56,54613.32,04/13/2010,,
06043,CT,6.75,51013.0,04/13/2010,,
06423,CT,7.56,55188.0,04/13/2010,,
06824,CT,7.82,62199.8,04/13/2010,,
06335,CT,11.04,79536.53,04/13/2010,,
06250,CT,9.02,72000.0,04/13/2010,,
06825,CT,6.3,49451.0,04/13/2010,,
06111,CT,9.0,72100.0,04/13/2010,,
06379,CT,9.66,72379.38,04/13/2010,,
06525,CT,5.4,43350.0,04/13/2010,,
06320,CT,10.5,0.0,04/12/2010,,
06482,CT,6.93,45080.0,04/12/2010,,
06611,CT,10.13,78468.75,04/12/2010,,
06811,CT,5.52,34698.0,04/12/2010,,
06820,CT,3.15,23745.0,04/12/2010,,
06419,CT,5.4,44300.0,04/12/2010,,
06457,CT,8.28,73715.8,04/08/2010,,
06470,CT,8.17,50409.0,04/01/2010,,
06090,CT,3.6,28800.0,04/01/2010,,
06460,CT,5.52,44163.2,04/01/2010,,
06238,CT,4.6,36800.0,04/01/2010,,
06029,CT,12.42,78705.0,03/29/2010,,
06896,CT,3.0,24789.0,03/22/2010,,
06040,CT,3.0,26114.0,03/22/2010,,
06098,CT,6.12,46732.06,03/19/2010,,
06484,CT,8.16,62192.26,03/19/2010,,
06907,CT,305.76,2295147.0,03/18/2010,,
06405,CT,6.12,44978.19,03/15/2010,,
06824,CT,3.06,25169.9,03/15/2010,,
06468,CT,5.6,55074.58,03/15/2010,,
06890,CT,3.6,27000.0,03/15/2010,,
06778,CT,2.66,0.0,03/15/2010,,
06777,CT,6.3,39061.26,03/15/2010,,
06512,CT,4.14,33644.08,03/15/2010,,
06247,CT,7.14,47929.32,03/15/2010,,
06111,CT,8.28,55900.0,03/12/2010,,
06783,CT,10.32,61741.0,03/12/2010,,
06515,CT,2.07,17577.5,03/12/2010,,
06039,CT,9.03,60952.0,03/12/2010,,
06249,CT,8.4,74812.0,03/12/2010,,
06790,CT,5.04,36540.0,03/12/2010,,
06515,CT,3.22,27610.0,03/12/2010,,
06084,CT,6.21,46264.51,03/12/2010,,
06416,CT,10.5,59857.0,03/12/2010,,
06460,CT,9.0,72600.0,03/12/2010,,
06498,CT,5.52,44160.0,03/12/2010,,
06457,CT,2.1,15225.0,03/12/2010,,
06850,CT,11.13,79023.0,03/12/2010,,
06483,CT,10.35,81765.0,03/12/2010,,
06422,CT,10.5,60483.0,03/12/2010,,
06470,CT,11.04,83352.0,03/12/2010,,
06281,CT,4.51,36000.0,03/12/2010,,
06804,CT,8.1,65585.34,03/12/2010,,
06897,CT,6.9,52323.0,03/12/2010,,
06759,CT,10.8,78840.0,03/12/2010,,
06757,CT,7.65,59288.0,03/12/2010,,
06069,CT,7.56,50300.0,03/12/2010,,
06039,CT,4.14,30093.0,03/12/2010,,
06457,CT,7.0,44234.0,03/12/2010,,
06238,CT,6.9,54165.0,03/12/2010,,
06339,CT,7.6,60180.0,03/12/2010,,
06088,CT,11.34,82363.0,03/12/2010,,
06063,CT,6.9,55752.0,03/12/2010,,
06002,CT,4.05,31960.0,03/12/2010,,
06470,CT,9.2,75856.0,03/12/2010,,
06359,CT,3.12,26880.0,03/12/2010,,
06482,CT,5.78,44556.0,03/12/2010,,
06479,CT,10.2,80414.89,03/12/2010,,
06073,CT,10.5,82993.0,02/26/2010,,
06416,CT,7.56,55237.0,02/26/2010,,
06883,CT,4.0,41175.0,02/24/2010,,
06794,CT,13.34,103052.11,02/24/2010,,
06610,CT,2.0,18307.0,02/23/2010,,
06612,CT,5.0,40206.0,02/19/2010,,
06107,CT,2.72,21438.76,02/19/2010,,
06378,CT,4.59,37480.82,02/19/2010,,
06412,CT,10.2,80727.01,02/19/2010,,
06470,CT,6.8,49566.48,02/19/2010,,
06423,CT,4.76,37926.52,02/19/2010,,
06010,CT,4.08,33270.7,02/19/2010,,
06770,CT,4.32,34261.85,02/19/2010,,
06443,CT,4.2,31902.55,02/19/2010,,
06082,CT,5.88,45150.0,02/19/2010,,
06419,CT,5.98,52026.0,02/11/2010,,
06437,CT,12.0,68400.0,02/11/2010,,
06013,CT,10.32,60900.0,02/11/2010,,
06385,CT,8.74,57247.0,02/11/2010,,
06751,CT,10.0,71955.0,02/11/2010,,
06460,CT,6.4,47040.0,02/11/2010,,
06480,CT,4.5,36900.0,02/11/2010,,
06078,CT,8.28,63342.0,02/11/2010,,
06247,CT,7.56,48208.0,02/11/2010,,
06039,CT,7.56,54432.0,02/11/2010,,
06249,CT,10.08,73252.0,02/11/2010,,
